File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF544LXB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKP	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1, 3_2							/files/ENCFF600THN/, /files/ENCFF420ARY/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF232RQF/, /files/ENCFF666YXZ/, /files/ENCFF704LGA/	1455796	ENCODE Processing Pipeline	81a2d09ef690a3317f6b0e793690cfdc		https://www.encodeproject.org/files/ENCFF544LXB/@@download/ENCFF544LXB.bed.gz				released	s3://encode-public/2022/06/14/77871d7d-ef0b-40da-8537-48dfd391bbdf/ENCFF544LXB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/14/77871d7d-ef0b-40da-8537-48dfd391bbdf/ENCFF544LXB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mixed read lengths, control low read depth, low read depth, low read length, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking		extremely low read depth
ENCFF831XSS	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AOC	Histone ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF842IEZ/, /files/ENCFF711QAI/, /files/ENCFF356LFX/, /files/ENCFF017QCL/, /files/ENCFF609ZAE/	1195172	ENCODE Processing Pipeline	ecb39e0a0cbf30808cefde0fae1d5d74		https://www.encodeproject.org/files/ENCFF831XSS/@@download/ENCFF831XSS.bed.gz				released	s3://encode-public/2020/09/29/3b4de6ac-21bd-4a54-895b-928502546bff/ENCFF831XSS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/3b4de6ac-21bd-4a54-895b-928502546bff/ENCFF831XSS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read depth, low read length		
ENCFF918FET	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR783SNV	Histone ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										H3K27ac-human	DNA				formaldehyde		2016-07-21	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF171OCE/, /files/ENCFF149XOB/, /files/ENCFF280NZG/, /files/ENCFF669AUD/, /files/ENCFF091SBM/, /files/ENCFF714TFN/, /files/ENCFF356LFX/	2009909	ENCODE Processing Pipeline	cf4ed75eadd1a22c4eaa866a704d92c9		https://www.encodeproject.org/files/ENCFF918FET/@@download/ENCFF918FET.bed.gz				released	s3://encode-public/2020/10/01/4b7f2d2b-8ae6-40d3-90e7-78dbf8f8902e/ENCFF918FET.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/01/4b7f2d2b-8ae6-40d3-90e7-78dbf8f8902e/ENCFF918FET.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF171NJQ	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR131DVD	Histone ChIP-seq	/human-donors/ENCDO763VKT/	EFO:0007598	HAP-1	cell line	Homo sapiens										H3K27ac-human	DNA						2020-08-28	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF525ADD/, /files/ENCFF742SZS/, /files/ENCFF247DSQ/	1264199	ENCODE Processing Pipeline	d1aa91cf825d40996c7bf644cffda47b		https://www.encodeproject.org/files/ENCFF171NJQ/@@download/ENCFF171NJQ.bed.gz				released	s3://encode-public/2020/08/25/8937a10f-24ac-42b1-acd8-4854d38bfdf8/ENCFF171NJQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/25/8937a10f-24ac-42b1-acd8-4854d38bfdf8/ENCFF171NJQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF204GCA	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR826UTD	Histone ChIP-seq	/human-donors/ENCDO349AAA/	EFO:0002074	PC-3	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-03	ENCODE		none, sonication (generic)	300-600	1, 2	1_1, 2_1							/files/ENCFF092ZKC/, /files/ENCFF356LFX/, /files/ENCFF240AMM/, /files/ENCFF951SHC/, /files/ENCFF110MPI/	2242938	ENCODE Processing Pipeline	5b3bbc474f45e290283c1181c6c4769e		https://www.encodeproject.org/files/ENCFF204GCA/@@download/ENCFF204GCA.bed.gz				released	s3://encode-public/2020/10/09/9c4b7ebc-d89e-441d-94f5-9f285696bb06/ENCFF204GCA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/09/9c4b7ebc-d89e-441d-94f5-9f285696bb06/ENCFF204GCA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking		
ENCFF097LTN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR714TJD	Histone ChIP-seq	/human-donors/ENCDO027VXA/	EFO:0002106	A673	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-06	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF215WZQ/, /files/ENCFF425EYY/, /files/ENCFF356LFX/, /files/ENCFF054PXI/, /files/ENCFF522HGS/	1454332	ENCODE Processing Pipeline	a7e52fe55ed688a9c04b0b40a6f670f0		https://www.encodeproject.org/files/ENCFF097LTN/@@download/ENCFF097LTN.bed.gz				released	s3://encode-public/2020/10/20/ad778cb4-5d45-4cc5-a240-2787d61e9de6/ENCFF097LTN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/ad778cb4-5d45-4cc5-a240-2787d61e9de6/ENCFF097LTN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mixed read lengths, low read depth, low read length, mixed run types, mild to moderate bottlenecking	poor library complexity, severe bottlenecking	
ENCFF371BKL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR769FOC	Histone ChIP-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-06	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF503OML/, /files/ENCFF500YWU/, /files/ENCFF990NUL/, /files/ENCFF356LFX/, /files/ENCFF080WMA/	1639766	ENCODE Processing Pipeline	ed9050dbff038f527cab822bb4218442		https://www.encodeproject.org/files/ENCFF371BKL/@@download/ENCFF371BKL.bed.gz				released	s3://encode-public/2020/12/12/e1720d6c-6a3a-4742-adab-96535fc4215e/ENCFF371BKL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/e1720d6c-6a3a-4742-adab-96535fc4215e/ENCFF371BKL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed run types		
ENCFF612UYR	bigWig	bigWig		signal p-value	GRCh38	ENCSR368CYW	Histone ChIP-seq	/human-donors/ENCDO220OYR/	EFO:0001221	NCI-H929	cell line	Homo sapiens										H3K27ac-human	DNA						2020-10-07	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF328UWI/, /files/ENCFF670RFC/, /files/ENCFF230NOF/	1131368520	ENCODE Processing Pipeline	82a6e0510043f2c536ba0c7722d4bdfe		https://www.encodeproject.org/files/ENCFF612UYR/@@download/ENCFF612UYR.bigWig				released	s3://encode-public/2020/09/15/a17cc625-18bb-4aca-bf16-20d77c27293b/ENCFF612UYR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/15/a17cc625-18bb-4aca-bf16-20d77c27293b/ENCFF612UYR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF877WWU	bigWig	bigWig		signal p-value	GRCh38	ENCSR764HZU	Histone ChIP-seq	/human-donors/ENCDO000ADT/	EFO:0005715	WERI-Rb-1	cell line	Homo sapiens										H3K27ac-human	DNA						2020-08-28	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF574GEM/, /files/ENCFF463ZHF/, /files/ENCFF988DRF/	1677866272	ENCODE Processing Pipeline	6aa0511b099f0de3387b5331e64342c3		https://www.encodeproject.org/files/ENCFF877WWU/@@download/ENCFF877WWU.bigWig				released	s3://encode-public/2020/08/24/cfc88353-bb56-4185-b563-0a3ee84e5fd0/ENCFF877WWU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/24/cfc88353-bb56-4185-b563-0a3ee84e5fd0/ENCFF877WWU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF123OSW	bigWig	bigWig		signal p-value	GRCh38	ENCSR769CSE	Histone ChIP-seq	/human-donors/ENCDO339AAA/	EFO:0005722	SJCRH30	cell line	Homo sapiens										H3K27ac-human	DNA						2020-08-28	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF721URQ/, /files/ENCFF743FZM/, /files/ENCFF873XOV/	2246560759	ENCODE Processing Pipeline	e261dea68a56fc44ae6d7b126d1a6ffe		https://www.encodeproject.org/files/ENCFF123OSW/@@download/ENCFF123OSW.bigWig				released	s3://encode-public/2020/08/24/c90677bb-1089-4530-85ca-30043a8653fa/ENCFF123OSW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/24/c90677bb-1089-4530-85ca-30043a8653fa/ENCFF123OSW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF005KFY	bigWig	bigWig		signal p-value	GRCh38	ENCSR349VAW	Histone ChIP-seq	/human-donors/ENCDO197NLG/	EFO:0002330	SJSA1	cell line	Homo sapiens										H3K27ac-human	DNA						2020-09-03	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF238CFV/, /files/ENCFF453QCA/, /files/ENCFF174GEJ/	2429682104	ENCODE Processing Pipeline	4b96e4aa90c8c07cd438358723e0516e		https://www.encodeproject.org/files/ENCFF005KFY/@@download/ENCFF005KFY.bigWig				released	s3://encode-public/2020/08/25/cf10777e-5876-401a-98ea-4c4e3d0f13cb/ENCFF005KFY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/25/cf10777e-5876-401a-98ea-4c4e3d0f13cb/ENCFF005KFY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF873TPI	bigWig	bigWig		signal p-value	GRCh38	ENCSR857GMX	Histone ChIP-seq	/human-donors/ENCDO355AAA/	EFO:0006710	OCI-LY3	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE		sonication (generic), none	200-600, 300-600	1, 2	1_1, 2_1							/files/ENCFF164DTC/, /files/ENCFF384GVO/, /files/ENCFF581DCV/, /files/ENCFF360MVP/	1371814929	ENCODE Processing Pipeline	8945e8d36e4d915ddbc759a1335e5623		https://www.encodeproject.org/files/ENCFF873TPI/@@download/ENCFF873TPI.bigWig				released	s3://encode-public/2020/10/09/27ced948-f703-492a-adf1-b8c254530e85/ENCFF873TPI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/09/27ced948-f703-492a-adf1-b8c254530e85/ENCFF873TPI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mixed read lengths, low read length, mild to moderate bottlenecking, moderate library complexity		
ENCFF882PST	bigWig	bigWig		signal p-value	GRCh38	ENCSR000FCU	Histone ChIP-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-07	ENCODE		sonication (Bioruptor generic)	200-500	1, 2	1_1, 2_1							/files/ENCFF191PNI/, /files/ENCFF272JNR/, /files/ENCFF329HOS/	787797411	ENCODE Processing Pipeline	e93d4f7afc4b8f7f7b6b61f18fe9f246		https://www.encodeproject.org/files/ENCFF882PST/@@download/ENCFF882PST.bigWig				released	s3://encode-public/2020/09/29/a2419589-6902-4616-acf4-8d7867248860/ENCFF882PST.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/a2419589-6902-4616-acf4-8d7867248860/ENCFF882PST.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mixed read lengths, low read length, low read depth, inconsistent platforms		
ENCFF165CKX	bigWig	bigWig		signal p-value	GRCh38	ENCSR835MMN	Histone ChIP-seq	/human-donors/ENCDO000ABC/	EFO:0002860	SK-N-MC	cell line	Homo sapiens										H3K27ac-human	DNA						2016-11-18	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF825DPO/, /files/ENCFF298MJF/, /files/ENCFF051DER/	1009696102	ENCODE Processing Pipeline	cf793e7fc7a08a56ebd37fe64b80aa59		https://www.encodeproject.org/files/ENCFF165CKX/@@download/ENCFF165CKX.bigWig				released	s3://encode-public/2020/10/26/2bec5331-cdc5-4044-8c1d-b45ab236112f/ENCFF165CKX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/26/2bec5331-cdc5-4044-8c1d-b45ab236112f/ENCFF165CKX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mixed run types		
ENCFF412ZXR	bigWig	bigWig		signal p-value	GRCh38	ENCSR131DVD	Histone ChIP-seq	/human-donors/ENCDO763VKT/	EFO:0007598	HAP-1	cell line	Homo sapiens										H3K27ac-human	DNA						2020-08-28	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF525ADD/, /files/ENCFF742SZS/, /files/ENCFF247DSQ/	2254081399	ENCODE Processing Pipeline	e1c064f177e83769a7834d4d7048715d		https://www.encodeproject.org/files/ENCFF412ZXR/@@download/ENCFF412ZXR.bigWig				released	s3://encode-public/2020/08/25/9b6a8816-a69b-468c-9c38-8c4b30000d0a/ENCFF412ZXR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/25/9b6a8816-a69b-468c-9c38-8c4b30000d0a/ENCFF412ZXR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF353CZO	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EWR	Histone ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										H3K27ac-human	DNA						2012-06-15	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF422VIN/, /files/ENCFF355TOT/, /files/ENCFF238STO/, /files/ENCFF506VER/	810152430	ENCODE Processing Pipeline	bb5756d2096327ac7768545540554047		https://www.encodeproject.org/files/ENCFF353CZO/@@download/ENCFF353CZO.bigWig				released	s3://encode-public/2020/09/29/f93839d7-4436-4671-8bed-364fcf772f11/ENCFF353CZO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/f93839d7-4436-4671-8bed-364fcf772f11/ENCFF353CZO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released		insufficient read length	
ENCFF758DHJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EUT	Histone ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										H3K27ac-human	DNA						2012-06-15	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF398DWU/, /files/ENCFF132AWL/, /files/ENCFF900PXN/	530207576	ENCODE Processing Pipeline	44bece844e2e846bc2404bfc894b8830		https://www.encodeproject.org/files/ENCFF758DHJ/@@download/ENCFF758DHJ.bigWig				released	s3://encode-public/2020/09/29/aa835450-cdba-4928-833e-734495c92fff/ENCFF758DHJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/aa835450-cdba-4928-833e-734495c92fff/ENCFF758DHJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth		
ENCFF871KQO	bigWig	bigWig		signal p-value	GRCh38	ENCSR919WLM	Histone ChIP-seq	/human-donors/ENCDO000AAM/	EFO:0002793	HL-60	cell line	Homo sapiens										H3K27ac-human	DNA						2020-08-28	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF510IXN/, /files/ENCFF364IVU/, /files/ENCFF733OEO/	2234107647	ENCODE Processing Pipeline	1ae6efb5fa4f67b226e29bf5106a7acb		https://www.encodeproject.org/files/ENCFF871KQO/@@download/ENCFF871KQO.bigWig				released	s3://encode-public/2020/08/24/113f6ad5-7484-4179-b0d9-82129980403a/ENCFF871KQO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/24/113f6ad5-7484-4179-b0d9-82129980403a/ENCFF871KQO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF831UJW	bigWig	bigWig		signal p-value	GRCh38	ENCSR778NQS	Histone ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										H3K27ac-human	DNA				formaldehyde		2017-10-19	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF312BJX/, /files/ENCFF928UTV/, /files/ENCFF640LCC/, /files/ENCFF439UUO/, /files/ENCFF872MQN/, /files/ENCFF690PEG/	1953885463	ENCODE Processing Pipeline	501610efe250c15f20944bfbbc60334e		https://www.encodeproject.org/files/ENCFF831UJW/@@download/ENCFF831UJW.bigWig				released	s3://encode-public/2020/10/01/1bc11645-c345-40ad-944a-50752ecbc90d/ENCFF831UJW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/01/1bc11645-c345-40ad-944a-50752ecbc90d/ENCFF831UJW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF175EDR	bigWig	bigWig		signal p-value	GRCh38	ENCSR826UTD	Histone ChIP-seq	/human-donors/ENCDO349AAA/	EFO:0002074	PC-3	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-03	ENCODE		sonication (generic), none	300-600	1, 2	1_1, 2_1							/files/ENCFF240AMM/, /files/ENCFF092ZKC/, /files/ENCFF951SHC/, /files/ENCFF110MPI/	1499227721	ENCODE Processing Pipeline	13a12891c1ec8f7504eebe0c8eab8622		https://www.encodeproject.org/files/ENCFF175EDR/@@download/ENCFF175EDR.bigWig				released	s3://encode-public/2020/10/09/9260f36e-94f0-4086-9027-202d33a49c32/ENCFF175EDR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/09/9260f36e-94f0-4086-9027-202d33a49c32/ENCFF175EDR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking		
ENCFF465NUW	bigWig	bigWig		signal p-value	GRCh38	ENCSR769FOC	Histone ChIP-seq	/human-donors/ENCDO647UHQ/	EFO:0002847	PC-9	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-06	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF990NUL/, /files/ENCFF080WMA/, /files/ENCFF503OML/, /files/ENCFF500YWU/	1785866225	ENCODE Processing Pipeline	792e19105698a93a68d10146a407dcf2		https://www.encodeproject.org/files/ENCFF465NUW/@@download/ENCFF465NUW.bigWig				released	s3://encode-public/2020/12/12/6f331edf-62f5-42c2-80f6-274368219dd2/ENCFF465NUW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/6f331edf-62f5-42c2-80f6-274368219dd2/ENCFF465NUW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed run types		
ENCFF491KPO	bigWig	bigWig		signal p-value	GRCh38	ENCSR059MVB	Histone ChIP-seq	/human-donors/ENCDO085ZKK/	EFO:0007070	ACC112	cell line	Homo sapiens										H3K27ac-human	DNA						2014-09-04	ENCODE		sonication (generic), none	200-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF803UAQ/, /files/ENCFF427BYB/, /files/ENCFF624AUA/, /files/ENCFF613IOC/	1087644296	ENCODE Processing Pipeline	0e0c54fc2138ac78046d9ad3029c8707		https://www.encodeproject.org/files/ENCFF491KPO/@@download/ENCFF491KPO.bigWig				released	s3://encode-public/2020/10/10/fb207b8e-1233-4b4e-b2e0-deaf71efc56f/ENCFF491KPO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/fb207b8e-1233-4b4e-b2e0-deaf71efc56f/ENCFF491KPO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF034CWK	bigWig	bigWig		signal p-value	GRCh38	ENCSR597UDW	Histone ChIP-seq	/human-donors/ENCDO350AAA/	EFO:0005907	OCI-LY1	cell line	Homo sapiens										H3K27ac-human	DNA						2014-07-11	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF906FYY/, /files/ENCFF060CLB/, /files/ENCFF123BJQ/, /files/ENCFF111HMX/	768243087	ENCODE Processing Pipeline	fba63e71b4c7591d889039a393f95e13		https://www.encodeproject.org/files/ENCFF034CWK/@@download/ENCFF034CWK.bigWig				released	s3://encode-public/2020/10/20/ee30870a-8667-4f0f-9bb7-8e350607198b/ENCFF034CWK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/ee30870a-8667-4f0f-9bb7-8e350607198b/ENCFF034CWK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking, mixed run types	poor library complexity, severe bottlenecking	
ENCFF029HKM	bigWig	bigWig		signal p-value	GRCh38	ENCSR758OEC	Histone ChIP-seq	/human-donors/ENCDO697GBW/	EFO:0005724	MM.1S	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-06	ENCODE		sonication (generic)	300-600	1, 2	1_1, 2_1							/files/ENCFF717USZ/, /files/ENCFF901CTP/, /files/ENCFF950MLZ/, /files/ENCFF848FKI/	1790278360	ENCODE Processing Pipeline	fffa7c315e21c8ba92748f24a0ab9b90		https://www.encodeproject.org/files/ENCFF029HKM/@@download/ENCFF029HKM.bigWig				released	s3://encode-public/2020/10/09/e54afc3a-c1c4-48db-8368-ae2e5ed23f59/ENCFF029HKM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/09/e54afc3a-c1c4-48db-8368-ae2e5ed23f59/ENCFF029HKM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking		
ENCFF023UNN	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AOC	Histone ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF017QCL/, /files/ENCFF609ZAE/, /files/ENCFF711QAI/, /files/ENCFF842IEZ/	1098252880	ENCODE Processing Pipeline	5a5042cfc73be320c6125c6a99108611		https://www.encodeproject.org/files/ENCFF023UNN/@@download/ENCFF023UNN.bigWig				released	s3://encode-public/2020/09/29/8871ff28-0d68-4158-b6d2-06eb4b2528a3/ENCFF023UNN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/8871ff28-0d68-4158-b6d2-06eb4b2528a3/ENCFF023UNN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth		
