cancer	gse	cell	clcell	isctrl	istreated	ncell	isCapture	depth	reso	Cancer_Category	Origin	GEO	ENCODE	Cistrome	has_any_H3K27ac
CRC	GSE160235	DLD-1_reenter_sync	DLD1	0	0	DLD1_3	0	83031612	7600	Solid Tumor	Digestive System	0	0	1	1
CRC	GSE160235	HCT116	HCT116	0	0	HCT116	0	105460956	5650	Solid Tumor	Digestive System	0	1	1	1
CRC	GSE178593	DLD-1	DLD1	0	0	DLD1_4	0	67416227	17400	Solid Tumor	Digestive System	0	0	1	1
CRC	GSE182105	DKO	DKO	0	0	DKO	0	151856833	16650	Solid Tumor	Digestive System	0	0	1	1
CRC	GSE182105	HCT116	HCT116	0	0	HCT116_2	0	67714680	8250	Solid Tumor	Digestive System	0	1	1	1
CRC	GSE207951	A001C007	A001C007	1	0	A001C007	0	42156301	5800	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A001C008	A001C008	1	0	A001C008	0	46449643	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A001C011	A001C011	1	0	A001C011	0	35671485	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A001C013	A001C013	1	0	A001C013	0	41965036	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A001C019	A001C019	1	0	A001C019	0	38901517	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A001C023	A001C023	1	0	A001C023	0	29899150	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A001C024	A001C024	1	0	A001C024	0	39185941	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A002C001	A002C001	1	0	A002C001	0	29755153	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A002C002	A002C002	1	0	A002C002	0	23993446	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A002C006	A002C006	1	0	A002C006	0	21702414	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A002C010	A002C010	1	0	A002C010	0	31550036	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A002C012	A002C012	1	0	A002C012	0	24716017	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A002C013	A002C013	1	0	A002C013	0	27896686	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A002C122	A002C122	1	0	A002C122	0	26770506	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A002C212	A002C212	1	0	A002C212	0	37133694	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C004	A014C004	1	0	A014C004	0	23461480	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C012	A014C012	1	0	A014C012	0	27012653	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C038	A014C038	1	0	A014C038	0	30727910	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C040	A014C040	1	0	A014C040	0	27325260	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C041	A014C041	1	0	A014C041	0	26347685	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C045	A014C045	1	0	A014C045	0	25901511	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C046	A014C046	1	0	A014C046	0	23575365	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C053	A014C053	1	0	A014C053	0	20659490	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A014C054	A014C054	1	0	A014C054	0	26085933	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A015C004	A015C004	1	0	A015C004	0	17699132	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A015C006	A015C006	1	0	A015C006	0	41766223	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	A015C010	A015C010	1	0	A015C010	0	44039431	mHiC	Normal Tissue	Digestive System	0	0	0	0
CRC	GSE207951	CRC15157	CRC15157	0	0	CRC15157	0	51809017	4700	Solid Tumor	Digestive System	0	0	0	0
CRC	GSE207951	CRC19779	CRC19779	0	0	CRC19779	0	46479360	5250	Solid Tumor	Digestive System	0	0	0	0
CRC	GSE207951	CRC25135	CRC25135	0	0	CRC25135	0	53388672	5000	Solid Tumor	Digestive System	0	0	0	0
CRC	GSE207951	CRC25988	CRC25988	0	0	CRC25988	0	47713121	37850	Solid Tumor	Digestive System	0	0	0	0
CRC	GSE207951	CRC26616	CRC26616	0	0	CRC26616	0	47999470	5250	Solid Tumor	Digestive System	0	0	0	0
CRC	GSE207951	CRC8396	CRC8396	0	0	CRC8396	0	51099806	4500	Solid Tumor	Digestive System	0	0	0	0
CRC	GSE35585	Caco-2	CACO2	0	0	CACO2	0	134351581	5100	Solid Tumor	Digestive System	0	0	1	1
DLBCL	GSE168470	ABC-DLBCL	ABC-DLBCL	0	0	ABC-DLBCL	0	104838262	8900	Hematological (Lymphoma)	Hematological	0	0	0	0
DLBCL	GSE168470	DLBCL_patient	DLBCL_patient	0	0	DLBCL_patient	0	62326757	16100	Hematological (Lymphoma)	Hematological	0	0	0	0
DLBCL	GSE168470	Germinal_Center_B-cells	Germinal_Center_B-cells	1	0	Germinal_Center_B-cells	0	26844021	26600	Normal Tissue	Hematological	0	0	0	0
DLBCL	GSE168470	WSU-DLCL2	WSU-DLCL2	0	0	WSU-DLCL2	0	26954446	27000	Hematological (Lymphoma)	Hematological	0	0	1	1
DLBCL	GSE35585	OCI-LY7	OCILY7	0	0	OCILY7	0	197243607	3250	Hematological (Lymphoma)	Hematological	0	1	0	1
ES	GSE185125	A673	A673	0	0	A673	0	66403987	5250	Solid Tumor	Mesenchymal tumors	0	1	1	1
ES	GSE242273	CHLA9	CHLA9	0	0	CHLA9	0	76302790	3750	Solid Tumor	Mesenchymal tumors	0	0	0	0
ES	GSE242273	Chondrogenic_precursor	Chondrogenic_precursor	1	0	Chondrogenic_precursor	0	250113089	1350	Normal Tissue	Mesenchymal tumors	0	0	0	0
ES	GSE242273	Hypertrophic_chondrocyte	Hypertrophic_chondrocyte	1	0	Hypertrophic_chondrocyte	0	265213214	2500	Normal Tissue	Mesenchymal tumors	0	0	0	0
ES	GSE242273	Mesenchymal_condensate	Mesenchymal_condensate	1	0	Mesenchymal_condensate	0	103613765	3700	Normal Tissue	Mesenchymal tumors	0	0	0	0
ES	GSE242273	Proliferating_chondrocyte	Proliferating_chondrocyte	1	0	Proliferating_chondrocyte	0	163610352	3550	Normal Tissue	Mesenchymal tumors	0	0	0	0
ES	GSE242273	TC32	TC32	0	0	TC32	0	90870288	4350	Solid Tumor	Mesenchymal tumors	0	0	1	1
ES	GSE242273	teloHAEC	teloHAEC	1	0	teloHAEC	0	45145793	9750	Normal Tissue	Mesenchymal tumors	0	0	1	1
ES	GSE90634	VA-ES-BJ_BAF47	VAESBJ	0	0	VAESBJ	0	40918559	7400	Solid Tumor	Mesenchymal tumors	0	0	0	0
ES	GSE90634	VA-ES-BJ_empty	VAESBJ	0	0	VAESBJ_2	0	40664483	6850	Solid Tumor	Mesenchymal tumors	0	0	0	0
FSA	GSE261834	HT1080	HT1080	0	0	HT1080	0	3290683	233800	Solid Tumor	Mesenchymal tumors	0	0	0	0
GBM	EGAD00001010312	P455_SF11901	P455_SF11901	0	0	P455_SF11901	0	87267991	6150	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P475_SF12180	P475_SF12180	0	0	P475_SF12180	0	122627581	7050	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P498_SF12251	P498_SF12251	0	0	P498_SF12251	0	88304786	6900	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P503_SF12518	P503_SF12518	0	0	P503_SF12518	0	67725167	7050	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P519_SF12601	P519_SF12601	0	0	P519_SF12601	0	68153897	8650	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P521_SF12631	P521_SF12631	0	0	P521_SF12631	0	76913386	6700	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P524_SF12681v1	P524_SF12681v1	0	0	P524_SF12681v1	0	112651195	5200	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P524_SF12681v4	P524_SF12681v4	0	0	P524_SF12681v4	0	243278047	3450	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P524_SF12681v9	P524_SF12681v9	0	0	P524_SF12681v9	0	122468761	6450	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P529_SF12794v1-1	P529_SF12794v1-1	0	0	P529_SF12794v1-1	0	60859721	11750	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P529_SF12794v6-1	P529_SF12794v6-1	0	0	P529_SF12794v6-1	0	71164896	7900	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P529_SF12794v8-1	P529_SF12794v8-1	0	0	P529_SF12794v8-1	0	83813068	6550	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v10	P530_SF12822v10	0	0	P530_SF12822v10	0	122802320	6250	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v13	P530_SF12822v13	0	0	P530_SF12822v13	0	129706912	6200	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v14	P530_SF12822v14	0	0	P530_SF12822v14	0	104309723	6250	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v15	P530_SF12822v15	0	0	P530_SF12822v15	0	102347291	6100	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v18	P530_SF12822v18	0	0	P530_SF12822v18	0	178359695	4300	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v19	P530_SF12822v19	0	0	P530_SF12822v19	0	142532003	5850	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v2	P530_SF12822v2	0	0	P530_SF12822v2	0	104131761	6300	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v4	P530_SF12822v4	0	0	P530_SF12822v4	0	184809811	4450	Solid Tumor	Central Nervous System	0	0	0	0
GBM	EGAD00001010312	P530_SF12822v5	P530_SF12822v5	0	0	P530_SF12822v5	0	151612541	4500	Solid Tumor	Central Nervous System	0	0	0	0
GBM	ENCODE	iPSC	iPSC	1	0	iPSC	0	753344180	1450	Normal Tissue	Central Nervous System	0	0	1	1
GBM	GSE125243	U251	U251	0	0	U251	0	21628461	28850	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE125243	U251_capHiC	U251	0	0	U251_2	1	9689942	132900	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE146731	DIPG6_S1	DIPG6	0	0	DIPG6	0	67679021	9450	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE146731	G477_S1	G477	0	0	G477	0	44585640	21900	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE146731	HSJD-GBM002	HSJD-GBM002	0	0	HSJD-GBM002	0	80630654	10900	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE146731	KNS-42	KNS42	0	0	KNS42	0	129964331	6800	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE146731	PCGBM2_S1	PCGBM2	0	0	PCGBM2	0	19783398	49800	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE146731	PS10-801	PS10801	0	0	PS10801	0	32885651	24400	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE147123	A172	A172	0	0	A172	0	25675499	22150	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE147123	SW1088	SW1088	0	0	SW1088	0	39402175	18600	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE147123	U118	U118	0	0	U118	0	29348003	18150	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE147123	U343	U343	0	0	U343	0	28529419	18200	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE147123	U87	U87	0	0	U87	0	24762692	24350	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE162976	DIPG007	DIPG007	0	0	DIPG007	0	125390004	4950	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE162976	DIPGXIII	DIPGXIII	0	0	DIPGXIII	0	115050513	5700	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE162976	G523	G523	0	0	G523	0	181306968	4650	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE162976	G567	G567	0	0	G567	0	141767541	5000	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE162976	G583	G583	0	0	G583	0	185319821	4700	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE162976	NHA	NHA	1	0	NHA	0	42105816	4150	Normal Tissue	Central Nervous System	0	0	1	1
GBM	GSE162976	SF9427	SF9427	0	0	SF9427	0	134219700	4050	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE185192	NPC	NPC	1	0	NPC	0	209667327	2650	Normal Tissue	Central Nervous System	0	0	1	1
GBM	GSE220103	NPC	NPC	1	0	NPC_2	0	151472862	5250	Normal Tissue	Central Nervous System	0	0	1	1
GBM	GSE220103	iPSC	iPSC	1	0	iPSC_2	0	56613864	6150	Normal Tissue	Central Nervous System	0	0	1	1
GBM	GSE229962	G1	G1	0	0	G1	0	77870934	8850	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE229962	G120	G120	0	0	G120	0	61558993	8750	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE229962	G148	G148	0	0	G148	0	69726610	9350	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE229962	G163	G163	0	0	G163	0	57591352	8300	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE229962	G171	G171	0	0	G171	0	64716915	7900	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE229962	G181	G181	0	0	G181	0	39183198	15200	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE229962	G208	G208	0	0	G208	0	119819965	4550	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G213	G213	0	0	G213	0	119452552	4500	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G23	G23	0	0	G23	0	98596757	6800	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G275	G275	0	0	G275	0	70724407	6550	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G275R	G275R	0	0	G275R	0	53596605	9100	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G28	G28	0	0	G28	0	51112218	9550	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G318	G318	0	0	G318	0	63223945	8700	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G323	G323	0	0	G323	0	74101456	8600	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G351	G351	0	0	G351	0	88953761	6000	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G390	G390	0	0	G390	0	60626339	6400	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G394	G394	0	0	G394	0	78215301	8550	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G402	G402	0	0	G402	0	80998968	8900	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G402R	G402R	0	0	G402R	0	100058689	7650	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G412	G412	0	0	G412	0	60702035	8800	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G412R	G412R	0	0	G412R	0	76190609	6800	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G450	G450	0	0	G450	0	76779679	5900	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G452C	G452C	0	0	G452C	0	70752483	7350	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G452P	G452P	0	0	G452P	0	74464659	8000	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G457	G457	0	0	G457	0	56635589	6700	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G61	G61	0	0	G61	0	56665723	9750	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G62	G62	0	0	G62	0	61228988	9150	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE229962	G83	G83	0	0	G83	0	69083555	8450	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE240343	42MGBA	42MGBA	0	0	42MGBA	0	57960380	7150	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE240343	H4	H4	0	0	H4	0	56642938	5950	Solid Tumor	Central Nervous System	0	0	1	1
GBM	GSE241592	NHA	NHA	1	0	NHA_2	0	422583085	750	Normal Tissue	Central Nervous System	0	0	1	1
GBM	GSE81879	GB176	GB176	0	0	GB176	0	9921127	121100	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE81879	GB180	GB180	0	0	GB180	0	8904520	149950	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE81879	GB182	GB182	0	0	GB182	0	8879011	141250	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE81879	GB183	GB183	0	0	GB183	0	6994386	159250	Solid Tumor	Central Nervous System	0	0	0	0
GBM	GSE81879	GB238	GB238	0	0	GB238	0	8780186	128250	Solid Tumor	Central Nervous System	0	0	0	0
GBM	PRJNA532762	A172	A172	0	0	A172_2	0	127457433	3100	Solid Tumor	Central Nervous System	0	0	0	0
GBM	PRJNA532762	NHA	NHA	1	0	NHA_3	0	113361837	3250	Normal Tissue	Central Nervous System	0	0	1	1
GBM	PRJNA63443	NHA	NHA	1	0	NHA_4	0	126447413	10400	Normal Tissue	Central Nervous System	0	0	1	1
GC	GSE118391	SNU16	SNU16	0	0	SNU16	0	73295132	6950	Solid Tumor	Digestive System	0	0	1	1
GC	GSE118391	T2000877	T2000877	0	0	T2000877	0	53603199	9150	Solid Tumor	Digestive System	0	0	1	1
GC	GSE118391	T990275	T990275	0	0	T990275	0	84245055	6450	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	GES-1	GES1	1	0	GES1	0	50779991	7400	Normal Tissue	Digestive System	0	0	0	0
GC	GSE135941	GES-1_ctrl	GES1	1	0	GES1_2	0	65932526	7900	Normal Tissue	Digestive System	0	0	0	0
GC	GSE135941	HFE145	HFE145	0	0	HFE145	0	59708567	6650	Solid Tumor	Digestive System	0	0	0	0
GC	GSE135941	IM95	IM95	0	0	IM95	0	58593680	7000	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	MKN1	MKN1	0	0	MKN1	0	56261756	6950	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	MKN7	MKN7	0	0	MKN7	0	68231472	6150	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	MKN7_ctrl	MKN7	0	0	MKN7_2	0	53860260	11750	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	NCC19	NCC19	0	0	NCC19	0	61780803	7050	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	NCC24	NCC24	0	0	NCC24	0	48408332	7050	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	NCC59	NCC59	0	0	NCC59	0	74908024	6900	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	NUGC3	NUGC3	0	0	NUGC3	0	55073215	6000	Solid Tumor	Digestive System	0	0	0	0
GC	GSE135941	OCUM1	OCUM1	0	0	OCUM1	0	44857558	10450	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	SNU16	SNU16	0	0	SNU16_2	0	69305086	6900	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	SNU1750	SNU1750	0	0	SNU1750	0	75686433	6900	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	SNU1967	SNU1967	0	0	SNU1967	0	66512936	7250	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	SNU484	SNU484	0	0	SNU484	0	68325285	6450	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	SNU719	SNU719	0	0	SNU719	0	74619259	7350	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	YCC10	YCC10	0	0	YCC10	0	66046099	7450	Solid Tumor	Digestive System	0	0	1	1
GC	GSE135941	primary_EBVp_GC_tissue	primary_EBVp_GC_tissue	0	0	primary_EBVp_GC_tissue	0	93683857	6100	Solid Tumor	Digestive System	0	0	0	0
HCC	GSE113405	HepG2	HEPG2	0	0	HEPG2	0	52814764	18100	Solid Tumor	Digestive System	0	1	1	1
HCC	GSE120023	HepG2	HEPG2	0	0	HEPG2_6	0	17396438	46700	Solid Tumor	Digestive System	0	1	1	1
HCC	GSE120023	HepG2_RBM25-KD	HEPG2	0	0	HEPG2_7	0	16221796	40950	Solid Tumor	Digestive System	0	1	1	1
HCC	GSE298819	PHH	PHH	1	0	PHH	0	4692479	161000	Normal Tissue	Digestive System	0	0	1	1
HCC	GSE35585	HepG2_ENCLB009YAO	HEPG2	0	0	HEPG2_2	0	47774912	14350	Solid Tumor	Digestive System	0	1	1	1
HCC	GSE35585	HepG2_ENCLB567NSJ	HEPG2	0	0	HEPG2_3	0	71474623	7550	Solid Tumor	Digestive System	0	1	1	1
HCC	GSE35585	HepG2_ENCLB740OBC	HEPG2	0	0	HEPG2_4	0	36726562	19900	Solid Tumor	Digestive System	0	1	1	1
HCC	GSE59395	HepG2	HEPG2	0	0	HEPG2_5	0	433660940	2750	Solid Tumor	Digestive System	0	1	1	1
MB	GSE240410	D458	D458	0	0	D458	0	50247631	8000	Solid Tumor	Central Nervous System	0	0	1	1
MB	GSE240410	MB102	MB102	0	0	MB102	0	75230739	12450	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB106	MB106	0	0	MB106	0	93829458	9750	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB164	MB164	0	0	MB164	0	78523190	11200	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB174	MB174	0	0	MB174	0	63176424	9900	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB199	MB199	0	0	MB199	0	55940643	10750	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB227	MB227	0	0	MB227	0	71540538	15600	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB234	MB234	0	0	MB234	0	62153159	10350	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB244	MB244	0	0	MB244	0	46154302	14450	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB248	MB248	0	0	MB248	0	193856016	3800	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB264	MB264	0	0	MB264	0	61236715	11500	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB268	MB268	0	0	MB268	0	60645646	12250	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB274	MB274	0	0	MB274	0	38206139	12350	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB275	MB275	0	0	MB275	0	6758491	116600	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB277	MB277	0	0	MB277	0	43957899	13750	Solid Tumor	Central Nervous System	0	0	0	0
MB	GSE240410	MB288	MB288	0	0	MB288	0	249898904	3100	Solid Tumor	Central Nervous System	0	0	0	0
MCL	GSE147123	Granta	GRANTA452	0	0	GRANTA452	0	25186223	8350	Hematological (Lymphoma)	Hematological	0	0	0	0
MCL	GSE147123	Jeko1	JEKO1	0	0	JEKO1	0	53380235	22950	Hematological (Lymphoma)	Hematological	0	0	0	0
MCL	GSE147123	Maver-1	MAVER1	0	0	MAVER1	0	39570549	24850	Hematological (Lymphoma)	Hematological	0	0	0	0
MCL	GSE147123	Mino-1	MINO	0	0	MINO	0	52375442	16150	Hematological (Lymphoma)	Hematological	0	0	1	1
MCL	GSE147123	Rec-1	REC1	0	0	REC1	0	50980097	24600	Hematological (Lymphoma)	Hematological	0	0	0	0
MCL	GSE268226	REC-1	REC1	0	0	REC1_2	0	73573586	7250	Hematological (Lymphoma)	Hematological	0	0	0	0
MEL	GSE136899	ATMhTERT	ATMhTERT	1	0	ATMhTERT	0	44251768	28800	Normal Tissue	Neural crest derived tumors	0	0	0	0
MEL	GSE136899	BJ1	BJ1	1	0	BJ1	0	36805047	26950	Normal Tissue	Neural crest derived tumors	0	0	0	0
MEL	GSE136899	BJ5ta	BJ5ta	1	0	BJ5ta	0	30997464	24100	Normal Tissue	Neural crest derived tumors	0	0	0	0
MEL	GSE136899	GM02052	GM02052	1	0	GM02052	0	39617002	26650	Normal Tissue	Neural crest derived tumors	0	0	0	0
MEL	GSE136899	MRC5	MRC5	1	0	MRC5	0	28604026	48750	Normal Tissue	Neural crest derived tumors	0	0	1	1
MEL	GSE143676	A375	A375	0	0	A375	0	49060471	11700	Solid Tumor	Neural crest derived tumors	0	0	1	1
MEL	GSE147123	A2058	A2058	0	0	A2058	0	29494725	31100	Solid Tumor	Neural crest derived tumors	0	0	0	0
MEL	GSE151193	HaCaT_Keratinocyte	HaCaT_Keratinocyte	1	0	HaCaT_Keratinocyte	0	30538398	28500	Normal Tissue	Neural crest derived tumors	0	0	0	0
MEL	GSE186055	melanoma	melanoma	0	0	melanoma	0	38928993	16150	Solid Tumor	Neural crest derived tumors	0	0	1	1
MEL	GSE248849	MNT-1_Hae3	MNT1	0	0	MNT1	0	40627645	19200	Solid Tumor	Neural crest derived tumors	0	0	0	0
MEL	GSE248849	MNT-1_Hae3_Alu1	MNT1	0	0	MNT1_2	0	42120530	13400	Solid Tumor	Neural crest derived tumors	0	0	0	0
MEL	GSE275396	A375-Clone3-ITGB4neg	A375	0	0	A375_2	0	47067508	11850	Solid Tumor	Neural crest derived tumors	0	0	1	1
MEL	GSE275396	A375-Clone3-ITGB4pos	A375	0	0	A375_3	0	60432057	10200	Solid Tumor	Neural crest derived tumors	0	0	1	1
MEL	GSE275396	A375-Parental-ITGB4neg	A375	0	0	A375_4	0	119518311	5500	Solid Tumor	Neural crest derived tumors	0	0	1	1
MEL	GSE275396	A375-Parental-ITGB4pos	A375	0	0	A375_5	0	128114382	4950	Solid Tumor	Neural crest derived tumors	0	0	1	1
MEL	GSE59395	RPMI-7951	RPMI7951	0	0	RPMI7951	0	110060144	21450	Solid Tumor	Neural crest derived tumors	0	0	0	0
MM	GSE100832	GM12878	GM12878	0	0	GM12878_3	0	69175696	12300	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE100832	RPMI-8226	RPMI8226	0	0	RPMI8226	0	55121198	16150	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE100832	U266	U266	0	0	U266	0	29563908	27250	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE131651	NSD2_High_1	NSD2	0	1	NSD2	0	22270584	35550	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE131651	NSD2_High_2	NSD2	0	1	NSD2_2	0	36202343	24900	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE131651	NSD2_Low_1	NSD2	0	0	NSD2_3	0	27142923	37900	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE131651	NSD2_Low_2	NSD2	0	0	NSD2_4	0	34661239	25900	Hematological (Leukemia)	Hematological	0	0	1	1
MM	GSE87585	RPMI-8226_HindIII	RPMI8226	0	0	RPMI8226_2	0	52418459	24500	Hematological (Leukemia)	Hematological	0	0	1	1
