File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF811MOZ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR499ASS	ATAC-seq	/human-donors/ENCDO349AAA/	EFO:0002074	PC-3	cell line	Homo sapiens											DNA						2020-10-08	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF024FNF/, /files/ENCFF516GDK/	6681713	ENCODE Processing Pipeline	fa195d5fda6af1d58f51099f40661c3a		https://www.encodeproject.org/files/ENCFF811MOZ/@@download/ENCFF811MOZ.bed.gz				released	s3://encode-public/2021/02/24/ee2f7cbe-8feb-49fe-99d2-5df61ab1a6d4/ENCFF811MOZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/ee2f7cbe-8feb-49fe-99d2-5df61ab1a6d4/ENCFF811MOZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF137KFY	bigWig	bigWig		signal p-value	GRCh38	ENCSR859USB	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2022-04-26	ENCODE			180-1000	1, 2	1_1, 2_1							/files/ENCFF557RSA/, /files/ENCFF852RRY/	544003227	ENCODE Processing Pipeline	d3e2e9f1c2c6f0392e262d5e9fa452cf		https://www.encodeproject.org/files/ENCFF137KFY/@@download/ENCFF137KFY.bigWig				released	s3://encode-public/2022/03/02/7eef7d47-e6a1-442f-8688-81563f2c240b/ENCFF137KFY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/03/02/7eef7d47-e6a1-442f-8688-81563f2c240b/ENCFF137KFY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.1 GRCh38	released	mixed read lengths, moderate number of reproducible peaks	insufficient read depth	extremely low read depth
ENCFF055NNT	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR859USB	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2022-04-26	ENCODE			180-1000	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF557RSA/, /files/ENCFF852RRY/	2555235	ENCODE Processing Pipeline	7f7a4fea9902b4de27656b78a71cdda0		https://www.encodeproject.org/files/ENCFF055NNT/@@download/ENCFF055NNT.bed.gz				released	s3://encode-public/2022/03/02/5caade72-7ac2-4ba7-8896-289fbcc2b41a/ENCFF055NNT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/02/5caade72-7ac2-4ba7-8896-289fbcc2b41a/ENCFF055NNT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v2.1.1 GRCh38	released	mixed read lengths, moderate number of reproducible peaks	insufficient read depth	extremely low read depth
ENCFF770EAV	bigWig	bigWig		signal p-value	GRCh38	ENCSR200OML	ATAC-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF715NAV/, /files/ENCFF848XMR/	763863041	ENCODE Processing Pipeline	274bb31f7077a35e72a310d18d27867b		https://www.encodeproject.org/files/ENCFF770EAV/@@download/ENCFF770EAV.bigWig				released	s3://encode-public/2021/02/24/d16e2f61-f17f-41ba-9d26-2e8cc827afe3/ENCFF770EAV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/d16e2f61-f17f-41ba-9d26-2e8cc827afe3/ENCFF770EAV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth		
ENCFF243NTP	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR200OML	ATAC-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF715NAV/, /files/ENCFF356LFX/, /files/ENCFF848XMR/	6526608	ENCODE Processing Pipeline	c8d2e9227aaa1d44fbc6ca93584234e4		https://www.encodeproject.org/files/ENCFF243NTP/@@download/ENCFF243NTP.bed.gz				released	s3://encode-public/2021/02/24/af2f4732-f52e-4b55-ad63-7ae3a50a414f/ENCFF243NTP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/af2f4732-f52e-4b55-ad63-7ae3a50a414f/ENCFF243NTP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth		
ENCFF881UWW	bigWig	bigWig		signal p-value	GRCh38	ENCSR080SNF	ATAC-seq	/human-donors/ENCDO135ZNV/	EFO:0007610	RWPE2	cell line	Homo sapiens											DNA						2021-04-06	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF431FIJ/, /files/ENCFF452BSA/, /files/ENCFF417FFE/	997305447	ENCODE Processing Pipeline	1bfc32fd105fe48c188e922ff37a1b63		https://www.encodeproject.org/files/ENCFF881UWW/@@download/ENCFF881UWW.bigWig				released	s3://encode-public/2021/02/25/9b71a213-d2ea-49d4-aacd-334522386dd0/ENCFF881UWW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/25/9b71a213-d2ea-49d4-aacd-334522386dd0/ENCFF881UWW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	low read depth		
ENCFF729MMJ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR080SNF	ATAC-seq	/human-donors/ENCDO135ZNV/	EFO:0007610	RWPE2	cell line	Homo sapiens											DNA						2021-04-06	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF431FIJ/, /files/ENCFF452BSA/, /files/ENCFF417FFE/	6251263	ENCODE Processing Pipeline	8bf74b779aa4907d1fed76eba8350cef		https://www.encodeproject.org/files/ENCFF729MMJ/@@download/ENCFF729MMJ.bed.gz				released	s3://encode-public/2021/02/25/7c17d72a-c907-492e-a9a0-354bba541be2/ENCFF729MMJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/25/7c17d72a-c907-492e-a9a0-354bba541be2/ENCFF729MMJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	low read depth		
ENCFF571JLT	bigWig	bigWig		signal p-value	GRCh38	ENCSR382LBS	ATAC-seq	/human-donors/ENCDO220OYR/	EFO:0001221	NCI-H929	cell line	Homo sapiens											DNA						2021-04-06	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF818BRH/, /files/ENCFF531SQN/, /files/ENCFF830HOU/	1636738286	ENCODE Processing Pipeline	c07978b72474e366358bbc9eab2ce258		https://www.encodeproject.org/files/ENCFF571JLT/@@download/ENCFF571JLT.bigWig				released	s3://encode-public/2021/03/16/f0a77bfb-5e33-4a1e-8c84-f2eed1caca71/ENCFF571JLT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/f0a77bfb-5e33-4a1e-8c84-f2eed1caca71/ENCFF571JLT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	low read depth	insufficient read depth	
ENCFF060HHC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR382LBS	ATAC-seq	/human-donors/ENCDO220OYR/	EFO:0001221	NCI-H929	cell line	Homo sapiens											DNA						2021-04-06	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF818BRH/, /files/ENCFF531SQN/, /files/ENCFF830HOU/	6545117	ENCODE Processing Pipeline	3dd52fe23774b15d0fe60f4cf180ff55		https://www.encodeproject.org/files/ENCFF060HHC/@@download/ENCFF060HHC.bed.gz				released	s3://encode-public/2021/03/16/f09858eb-6202-45f4-8b62-1b3503778e41/ENCFF060HHC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/f09858eb-6202-45f4-8b62-1b3503778e41/ENCFF060HHC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	low read depth	insufficient read depth	
ENCFF976UNK	bigWig	bigWig		signal p-value	GRCh38	ENCSR422SUG	ATAC-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF772EFK/, /files/ENCFF607OSL/	725392188	ENCODE Processing Pipeline	f648df8c3515b57d2c49dbec8b46475e		https://www.encodeproject.org/files/ENCFF976UNK/@@download/ENCFF976UNK.bigWig				released	s3://encode-public/2021/02/24/e2146d1b-2362-4c4e-83a3-cfdd25fe1be3/ENCFF976UNK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/e2146d1b-2362-4c4e-83a3-cfdd25fe1be3/ENCFF976UNK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF821OEF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR422SUG	ATAC-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF772EFK/, /files/ENCFF607OSL/	5947435	ENCODE Processing Pipeline	c0aa2f211c56fb5716e580ea3644a9a7		https://www.encodeproject.org/files/ENCFF821OEF/@@download/ENCFF821OEF.bed.gz				released	s3://encode-public/2021/02/24/4d3f2ca7-27f9-4232-b5f3-9a8247025f36/ENCFF821OEF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/4d3f2ca7-27f9-4232-b5f3-9a8247025f36/ENCFF821OEF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF600FDO	bigWig	bigWig		signal p-value	GRCh38	ENCSR483RKN	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-07-21	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF512VEZ/, /files/ENCFF987XOV/	864219407	ENCODE Processing Pipeline	044f8568fb4c7735cf01e4f8d0d3e5b9		https://www.encodeproject.org/files/ENCFF600FDO/@@download/ENCFF600FDO.bigWig				released	s3://encode-public/2021/02/24/4a49d22a-7bd2-4f3b-84c9-ac21e8afb33a/ENCFF600FDO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/4a49d22a-7bd2-4f3b-84c9-ac21e8afb33a/ENCFF600FDO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth		
ENCFF558BLC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR483RKN	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-07-21	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2	1_1, 2_1							/files/ENCFF512VEZ/, /files/ENCFF356LFX/, /files/ENCFF987XOV/	4989495	ENCODE Processing Pipeline	3cd5e262b185a5459cfeaa5a2f1a2f18		https://www.encodeproject.org/files/ENCFF558BLC/@@download/ENCFF558BLC.bed.gz				released	s3://encode-public/2021/02/24/951841cc-1614-4971-9fb8-a61c03d4b167/ENCFF558BLC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/951841cc-1614-4971-9fb8-a61c03d4b167/ENCFF558BLC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking, low read depth		
ENCFF370SJJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR587TRP	ATAC-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour								DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF049RWL/, /files/ENCFF502IYP/, /files/ENCFF270AGJ/	1686296927	ENCODE Processing Pipeline	745d0f7fc43a4af5ab97f5540b04f217		https://www.encodeproject.org/files/ENCFF370SJJ/@@download/ENCFF370SJJ.bigWig				released	s3://encode-public/2021/02/24/f2156557-c6f9-4736-a327-891596395e41/ENCFF370SJJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/f2156557-c6f9-4736-a327-891596395e41/ENCFF370SJJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF716JUM	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR587TRP	ATAC-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens	all-trans-retinoic acid	6 μM	48 hour								DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF049RWL/, /files/ENCFF502IYP/, /files/ENCFF270AGJ/	7149678	ENCODE Processing Pipeline	a94091f4d35bdcbb5ce551fad645f0fd		https://www.encodeproject.org/files/ENCFF716JUM/@@download/ENCFF716JUM.bed.gz				released	s3://encode-public/2021/02/24/b92b7411-9b7b-44ce-b675-c17a29462340/ENCFF716JUM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/24/b92b7411-9b7b-44ce-b675-c17a29462340/ENCFF716JUM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
